Date,AGG,TLT,SHY,IEI,HYG,BKLN,LQD
2020-01-21,113.37,139.47,84.79,126.58,88.17,22.76,129.61
2020-01-22,113.43,139.96,84.81,126.6,88.33,22.73,129.68
2020-01-23,113.58,140.94,84.84,126.76,88.06,22.75,129.85
2020-01-24,113.79,142.08,84.87,126.98,87.69,22.72,130.07
2020-01-27,114.14,144.29,84.96,127.42,87.1,22.62,130.32
2020-01-28,114.04,143.16,84.92,127.25,87.85,22.68,130.25
2020-01-29,114.3,144.56,85.0,127.56,87.8,22.68,130.67
2020-01-30,114.31,144.58,85.01,127.67,87.89,22.66,130.75
2020-01-31,114.65,145.9,85.12,128.06,87.53,22.61,131.09
2020-02-03,114.37,145.54,84.96,127.73,87.15,22.61,130.65
2020-02-04,113.99,143.58,84.87,127.35,87.67,22.62,130.33
2020-02-05,113.82,142.01,84.81,127.08,88.03,22.62,130.25
2020-02-06,113.89,142.65,84.83,127.09,88.1,22.6,130.19
2020-02-07,114.22,144.43,84.88,127.39,87.97,22.59,130.69
