VOOV,0.0
EZU,0.0
IWM,0.0
SMH,0.28993
IBB,0.0
XLU,0.36465
VOOG,0.0
SPY,0.0
QQQ,0.34542
BKF,0.0
EEM,0.0
AIA,0.0
