VOOV,0.0
EZU,0.0
IWM,0.0
SMH,0.22876
IBB,0.0
XLU,0.20055
VOOG,0.0
SPY,0.0
QQQ,0.31059
BKF,0.0
EEM,0.0
AIA,0.0
AGG,0.0
TLT,0.2601
SHY,0.0
IEI,0.0
HYG,0.0
BKLN,0.0
LQD,0.0
