VOOV,0.0833
EZU,0.0833
IWM,0.0833
SMH,0.0833
IBB,0.0833
XLU,0.0833
VOOG,0.0833
SPY,0.0833
QQQ,0.0833
BKF,0.0833
EEM,0.0833
AIA,0.0833
