Date,VOOV,EZU,IWM,SMH,IBB,XLU,VOOG,SPY,QQQ
2016-08-08,92.26,33.52,122.24,64.19,98.06,50.71,109.89,218.05,116.65
2016-08-09,92.29,34.01,122.37,64.62,98.19,50.7,110.03,218.18,116.92
2016-08-10,91.9,34.21,121.49,64.19,96.27,50.71,109.91,217.64,116.62
2016-08-11,92.5,34.45,122.07,64.45,97.3,50.83,110.33,218.65,117.12
2016-08-12,92.39,34.47,122.19,64.72,97.51,50.9,110.2,218.46,117.2
2016-08-15,92.71,34.58,123.4,65.45,98.4,50.12,110.47,219.09,117.7
2016-08-16,92.32,34.54,122.4,65.07,97.03,49.53,109.75,217.96,117.05
2016-08-17,92.58,34.46,122.04,64.93,96.97,50.27,109.91,218.37,117.26
2016-08-18,92.82,34.65,122.94,65.43,97.22,50.89,109.94,218.86,117.29
2016-08-19,92.71,34.35,122.94,65.77,96.77,50.27,109.99,218.54,117.26
2016-08-22,92.56,34.31,123.22,65.79,98.67,50.4,110.03,218.53,117.35
2016-08-23,92.83,34.49,124.08,66.11,98.73,50.18,110.29,218.97,117.56
2016-08-24,92.29,34.41,123.07,65.59,95.41,50.16,109.62,217.85,116.8
2016-08-25,92.24,34.26,123.31,65.81,94.29,50.19,109.41,217.7,116.61
2016-08-26,92.13,34.13,123.06,66.09,95.05,49.15,109.37,217.29,116.78
2016-08-29,92.72,34.23,123.7,66.32,94.62,49.55,109.74,218.36,116.94
2016-08-30,92.64,34.28,123.93,66.21,94.43,49.03,109.3,218.0,116.56
2016-08-31,92.44,34.21,123.23,66.21,93.63,49.23,109.15,217.38,116.44
2016-09-01,92.25,34.48,123.32,66.82,93.81,48.98,109.26,217.39,116.74
2016-09-02,92.7,34.91,124.51,66.76,93.54,49.63,109.73,218.37,117.12
2016-09-06,92.97,35.1,124.63,66.75,94.7,50.17,110.04,219.03,117.85
2016-09-07,92.91,35.19,125.41,66.31,95.37,50.18,110.02,219.01,117.92
2016-09-08,93.14,35.17,125.16,66.18,96.01,50.35,109.5,218.51,117.23
2016-09-09,90.92,34.4,121.25,63.78,92.88,48.46,106.89,213.28,114.28
2016-09-12,92.11,34.63,122.94,65.09,95.7,49.32,108.41,216.34,116.33
2016-09-13,90.7,33.98,120.58,64.38,94.21,48.64,107.15,213.23,115.29
2016-09-14,90.27,33.88,120.6,64.92,95.31,48.83,107.39,213.15,115.84
2016-09-15,91.06,34.12,122.04,66.53,96.72,49.2,108.64,215.28,117.64
2016-09-16,90.59,33.47,121.86,66.56,97.21,49.26,108.34,213.37,117.29
2016-09-19,90.7,33.73,122.67,66.79,97.17,49.75,108.23,213.41,116.78
2016-09-20,90.2,33.79,122.15,66.54,98.57,49.66,107.96,213.42,117.0
2016-09-21,91.08,34.29,123.92,67.46,99.18,50.67,109.06,215.82,118.15
2016-09-22,91.6,34.81,125.7,67.78,100.03,50.98,109.85,217.18,119.09
2016-09-23,91.13,34.61,124.81,66.99,99.39,50.94,109.23,215.99,118.33
2016-09-26,90.29,34.19,123.23,66.37,98.18,50.81,108.33,214.24,117.34
2016-09-27,90.68,34.14,123.73,67.46,99.16,50.15,109.18,215.57,118.5
2016-09-28,91.52,34.52,124.68,67.55,98.36,50.08,109.44,216.64,118.7
2016-09-29,90.71,33.89,122.86,68.38,95.29,49.33,108.45,214.68,117.84
2016-09-30,91.53,34.49,124.21,69.47,96.49,48.99,109.16,216.3,118.72
2016-10-03,91.18,34.35,123.82,68.93,96.67,48.3,108.85,215.78,118.55
2016-10-04,90.66,34.4,123.21,68.64,96.09,47.29,108.37,214.68,118.37
2016-10-05,91.35,34.57,123.95,69.17,96.93,47.19,108.61,215.63,118.79
2016-10-06,91.38,34.44,123.82,69.57,94.72,47.18,108.72,215.78,118.73
2016-10-07,91.13,34.19,122.83,69.62,94.7,47.12,108.31,215.04,118.47
2016-10-10,91.54,34.33,124.3,69.4,96.02,47.51,108.88,216.16,119.22
2016-10-11,90.51,33.94,122.03,67.97,92.33,46.97,107.45,213.43,117.52
2016-10-12,90.46,33.77,121.93,67.97,90.04,47.43,107.64,213.71,117.42
2016-10-13,90.16,33.62,120.92,67.19,90.37,48.02,107.35,213.01,117.0
2016-10-14,90.19,33.75,120.43,67.62,88.69,47.75,107.41,213.12,117.14
2016-10-17,89.91,33.73,120.29,67.34,88.57,48.01,106.98,212.38,116.82
2016-10-18,90.41,34.07,120.98,68.1,89.81,48.42,107.78,213.71,117.86
2016-10-19,90.76,34.15,121.49,67.4,89.16,48.31,107.93,214.28,117.85
2016-10-20,90.65,34.22,121.13,67.99,90.01,48.28,107.74,213.88,117.71
2016-10-21,90.32,34.09,121.07,67.9,89.26,48.0,108.06,213.98,118.15
2016-10-24,90.53,34.24,121.84,68.77,88.8,48.18,108.85,214.89,119.57
2016-10-25,90.41,34.18,120.93,68.58,88.39,48.48,108.2,214.17,119.19
2016-10-26,90.5,34.05,119.73,68.38,88.44,48.6,107.68,213.74,118.38
2016-10-27,90.44,34.08,118.36,68.18,88.49,48.31,107.22,213.17,117.84
2016-10-28,90.04,34.22,118.03,67.79,86.83,48.46,106.92,212.54,117.1
2016-10-31,90.12,34.14,118.5,68.27,85.56,49.43,106.83,212.55,116.99
2016-11-01,89.57,33.96,117.05,67.64,86.36,48.53,105.94,211.01,116.11
2016-11-02,89.17,33.69,115.56,67.22,84.78,47.92,105.33,209.74,115.18
2016-11-03,88.96,33.63,115.0,66.94,82.29,48.1,104.54,208.78,114.05
2016-11-04,88.7,33.31,115.74,66.59,83.9,47.95,104.5,208.55,113.65
2016-11-07,90.65,33.83,118.57,68.59,87.06,48.79,106.81,213.15,116.35
2016-11-08,90.97,33.99,118.88,68.71,87.21,49.17,107.42,214.11,117.11
2016-11-09,92.48,33.91,122.54,68.16,95.0,47.36,107.97,216.38,117.65
2016-11-10,93.56,33.69,124.5,66.89,96.59,46.22,107.19,216.92,115.75
2016-11-11,93.37,33.31,127.36,68.56,96.0,46.03,107.17,216.42,115.8
2016-11-14,94.08,33.0,129.15,67.82,97.7,46.0,106.32,216.59,114.63
2016-11-15,94.79,33.24,129.55,68.95,97.11,46.74,107.24,218.28,116.22
2016-11-16,94.15,32.77,129.54,69.49,95.5,46.42,107.59,217.87,116.91
2016-11-17,94.52,32.87,130.3,69.93,96.17,46.43,108.27,218.99,117.76
2016-11-18,94.38,32.49,130.99,70.33,94.91,46.29,107.86,218.5,117.32
2016-11-21,95.0,32.8,131.6,70.79,95.57,46.78,108.84,220.15,118.54
2016-11-22,95.25,32.92,132.8,71.61,93.79,46.96,109.04,220.58,118.9
2016-11-23,95.5,32.57,133.63,71.5,94.58,46.49,108.88,220.7,118.42
2016-11-25,95.84,32.77,134.07,71.71,94.82,47.16,109.22,221.52,118.8
2016-11-28,95.36,32.41,132.33,71.53,93.33,48.07,108.78,220.48,118.53
2016-11-29,95.31,32.79,132.26,71.26,93.44,48.27,109.17,220.91,118.94
2016-11-30,95.85,32.78,131.61,71.06,91.36,46.75,108.2,220.38,117.5
2016-12-01,96.05,32.64,130.97,67.68,89.83,46.38,107.02,219.57,115.47
2016-12-02,95.93,32.69,130.9,68.77,90.15,46.8,107.33,219.68,115.7
2016-12-05,96.47,33.41,133.15,69.46,90.64,46.86,107.92,221.0,116.6
2016-12-06,96.94,33.83,134.59,70.22,91.45,46.77,108.11,221.7,116.88
2016-12-07,98.23,34.44,135.9,71.62,88.76,47.38,109.54,224.6,118.36
2016-12-08,98.53,34.23,138.04,72.05,89.51,47.46,109.75,225.15,118.57
2016-12-09,99.1,34.25,138.31,71.68,89.89,47.96,110.37,226.51,119.5
2016-12-12,99.01,34.32,136.85,71.38,89.18,48.46,110.3,226.25,118.96
2016-12-13,99.51,34.66,136.86,72.65,89.68,48.96,111.2,227.76,120.46
2016-12-14,98.4,34.11,135.15,71.87,89.81,47.95,110.53,225.88,120.21
2016-12-15,98.98,34.15,136.16,73.02,90.65,48.29,110.79,226.81,120.4
2016-12-16,98.86,34.28,135.91,72.08,90.81,48.41,110.64,225.04,119.6
2016-12-19,98.92,34.17,136.8,72.39,89.6,48.59,111.03,225.53,120.09
2016-12-20,98.66,34.35,137.96,72.5,90.31,48.65,110.9,226.4,120.55
2016-12-21,98.54,34.3,137.06,72.43,89.28,48.45,110.41,225.77,120.46
2016-12-22,98.44,34.22,135.32,72.8,88.9,48.62,110.23,225.38,120.12
2016-12-23,98.63,34.35,136.04,73.14,90.77,48.61,110.4,225.71,120.2
2016-12-27,98.74,34.39,136.65,73.76,90.42,48.65,110.7,226.27,120.82
2016-12-28,97.84,34.12,135.25,72.54,89.36,48.19,109.84,224.4,119.88
2016-12-29,97.77,34.39,135.37,72.56,89.04,48.84,109.8,224.35,119.71
2016-12-30,97.59,34.6,134.85,71.64,88.46,48.57,109.23,223.53,118.48
2017-01-03,98.4,34.68,135.52,71.76,90.08,48.45,110.03,225.24,119.54
2017-01-04,99.0,34.9,137.78,71.99,92.41,48.63,110.67,226.58,120.19
2017-01-05,98.64,35.19,136.19,71.57,92.7,48.68,110.86,226.4,120.87
2017-01-06,98.82,35.13,135.69,71.94,93.42,48.83,111.59,227.21,121.93
2017-01-09,98.18,35.03,134.8,72.77,94.76,48.19,111.46,226.46,122.33
2017-01-10,98.3,34.97,136.09,73.05,95.5,48.04,111.42,226.46,122.6
2017-01-11,98.55,35.17,136.33,73.36,92.65,48.54,111.56,227.1,122.93
2017-01-12,98.31,35.2,135.28,72.14,92.98,48.58,111.53,226.53,122.74
2017-01-13,98.44,35.36,136.26,73.21,93.34,48.51,111.73,227.05,123.16
2017-01-17,97.96,35.36,134.41,72.35,91.51,49.04,111.55,226.25,122.79
2017-01-18,98.16,35.22,134.85,73.63,92.27,48.98,111.81,226.75,123.04
2017-01-19,97.64,35.19,133.75,73.07,91.49,48.55,111.6,225.91,122.98
2017-01-20,97.94,35.42,134.44,73.77,91.14,48.64,111.85,226.74,123.25
2017-01-23,97.56,35.48,133.88,73.12,90.28,48.39,111.82,226.15,123.35
2017-01-24,98.33,35.56,135.93,74.55,90.0,48.38,112.38,227.6,124.18
2017-01-25,99.23,35.97,137.21,75.47,90.89,48.38,113.2,229.57,125.43
2017-01-26,99.09,35.61,136.66,74.89,90.57,48.4,113.12,229.33,125.56
2017-01-27,98.68,35.64,136.19,75.85,91.36,48.39,113.27,228.97,125.8
2017-01-30,98.17,35.29,134.29,75.49,90.13,48.43,112.57,227.55,124.82
2017-01-31,98.25,35.34,135.23,74.44,92.69,49.18,112.31,227.53,124.57
2017-02-01,97.98,35.4,135.15,75.2,93.47,48.33,112.68,227.62,125.43
2017-02-02,98.09,35.49,134.81,75.28,93.29,48.84,112.77,227.77,125.32
2017-02-03,99.02,35.68,136.87,75.61,94.35,48.9,113.32,229.34,125.68
2017-02-06,98.65,35.18,135.84,75.52,94.51,48.8,113.29,228.93,125.83
2017-02-07,98.52,35.06,135.24,75.84,94.14,48.92,113.41,228.94,126.29
2017-02-08,98.61,35.07,135.0,75.92,93.91,49.4,113.66,229.24,126.5
2017-02-09,99.31,35.3,136.9,75.26,94.85,48.98,114.16,230.6,126.96
2017-02-10,99.69,35.23,137.94,75.34,94.79,49.29,114.57,231.51,127.38
2017-02-13,100.28,35.41,138.3,76.33,95.43,49.53,115.2,232.77,128.1
2017-02-14,100.85,35.49,138.76,75.74,96.6,49.17,115.49,233.7,128.53
2017-02-15,101.28,35.6,139.59,76.52,98.32,49.05,116.19,234.92,129.29
2017-02-16,101.18,35.84,139.2,76.81,97.66,49.54,116.17,234.72,129.25
2017-02-17,101.32,35.59,139.11,77.09,98.12,49.57,116.24,235.09,129.81
2017-02-21,102.02,35.59,140.2,77.82,97.6,50.09,116.83,236.49,130.45
2017-02-22,101.83,35.63,139.58,77.48,96.77,50.3,116.87,236.28,130.5
2017-02-23,102.04,35.58,138.75,76.62,96.44,50.82,116.69,236.44,130.01
2017-02-24,102.03,35.27,138.65,76.73,96.63,51.59,117.05,236.74,130.26
2017-02-27,102.18,35.42,140.0,77.1,99.42,51.3,117.22,237.11,130.42
2017-02-28,102.06,35.41,137.84,76.39,99.08,51.77,117.0,236.47,130.02
2017-03-01,103.51,35.95,140.36,77.28,100.31,51.31,118.46,239.78,131.44
2017-03-02,102.84,35.74,138.75,76.6,99.93,51.68,117.79,238.27,130.78
2017-03-03,102.73,36.24,138.65,76.87,100.83,51.52,117.9,238.42,131.02
2017-03-06,102.34,36.11,137.7,76.9,99.94,51.42,117.71,237.71,130.73
2017-03-07,101.92,35.9,136.8,77.09,98.34,51.39,117.49,237.0,130.51
2017-03-08,101.55,35.8,135.9,77.17,99.22,50.65,117.41,236.56,130.74
2017-03-09,101.69,36.24,135.36,77.2,99.58,50.54,117.5,236.86,130.84
2017-03-10,101.94,36.65,135.96,77.93,100.2,50.96,117.9,237.69,131.39
2017-03-13,101.93,36.7,136.28,78.31,100.2,51.11,118.12,237.81,131.61
2017-03-14,101.57,36.34,135.63,78.03,99.33,51.06,117.77,236.9,131.29
2017-03-15,102.36,36.82,137.73,78.74,100.81,51.88,118.78,238.95,132.1
2017-03-16,102.17,37.29,137.91,78.8,99.53,51.31,118.6,238.48,132.01
2017-03-17,101.87,37.25,138.46,79.01,98.43,51.23,118.61,237.03,131.69
2017-03-20,101.49,37.17,137.75,79.5,98.86,50.9,118.61,236.77,131.81
2017-03-21,100.02,37.11,133.97,77.99,96.12,51.61,117.26,233.73,129.81
2017-03-22,99.63,37.16,134.0,78.75,96.64,51.86,117.39,234.28,130.69
2017-03-23,99.63,37.31,134.78,78.51,96.33,51.7,117.08,234.03,130.36
2017-03-24,99.53,37.44,134.49,79.13,96.69,51.89,117.14,233.86,130.63
2017-03-27,99.34,37.63,134.74,79.49,97.71,51.69,117.0,233.62,130.84
2017-03-28,100.24,37.79,135.79,79.64,97.34,51.65,117.77,235.32,131.64
2017-03-29,100.18,37.67,136.23,79.32,98.14,51.51,118.01,235.54,132.25
2017-03-30,100.66,37.5,137.26,79.72,97.8,51.11,118.18,236.29,132.47
2017-03-31,100.27,37.6,137.48,79.71,97.76,51.31,118.14,235.74,132.38
2017-04-03,100.03,37.5,136.03,79.52,96.99,51.3,117.99,235.33,132.3
2017-04-04,100.13,37.57,135.87,79.24,97.13,51.46,117.96,235.48,132.51
2017-04-05,99.73,37.28,134.33,78.77,95.81,51.75,117.75,234.78,131.97
2017-04-06,100.09,37.47,135.58,78.81,96.07,51.62,117.91,235.44,132.04
2017-04-07,99.89,37.39,135.52,79.12,96.84,51.4,117.92,235.2,131.97
2017-04-10,100.04,37.2,135.82,78.42,96.46,51.49,117.92,235.34,132.02
2017-04-11,99.94,37.28,136.9,77.83,96.12,51.47,117.71,235.06,131.45
2017-04-12,99.52,37.25,135.04,76.82,96.22,51.85,117.26,234.03,130.92
2017-04-13,98.9,36.97,133.72,76.25,96.86,51.68,116.75,232.51,130.4
2017-04-17,99.57,37.2,135.29,77.08,96.86,51.91,117.68,234.57,131.48
2017-04-18,99.14,37.0,135.32,77.39,95.89,52.03,117.53,233.87,131.28
2017-04-19,98.83,37.01,135.79,77.81,96.28,51.67,117.44,233.44,131.49
2017-04-20,99.57,37.38,137.52,78.93,96.78,51.47,118.34,235.34,132.59
2017-04-21,99.1,37.39,137.21,78.61,95.83,51.73,118.23,234.59,132.56
2017-04-24,100.22,39.32,138.92,79.75,97.25,52.0,119.37,237.17,134.16
2017-04-25,100.85,39.6,140.27,80.55,98.52,51.93,120.11,238.55,135.13
2017-04-26,100.78,39.34,140.99,79.94,98.8,51.77,120.0,238.4,134.94
2017-04-27,100.57,39.28,140.95,81.01,98.84,51.95,120.38,238.6,135.75
2017-04-28,100.17,39.24,139.06,79.7,99.21,51.7,120.37,238.08,135.99
2017-05-01,100.12,39.49,139.86,80.53,99.79,51.39,120.84,238.68,137.2
2017-05-02,100.02,39.78,139.15,80.1,99.42,51.45,121.04,238.77,137.43
2017-05-03,100.27,39.66,138.29,80.56,98.78,51.27,120.73,238.48,136.99
2017-05-04,100.22,40.55,138.1,80.48,99.48,51.45,120.87,238.76,137.04
2017-05-05,100.64,41.2,138.99,80.8,98.62,51.73,121.32,239.7,137.54
2017-05-08,100.54,40.54,138.41,80.6,96.48,51.71,121.43,239.66,137.84
2017-05-09,100.13,40.38,138.35,81.41,97.65,51.33,121.53,239.44,138.32
2017-05-10,100.38,40.41,139.21,82.44,97.3,51.41,121.71,239.87,138.4
2017-05-11,100.12,40.25,138.24,82.62,97.19,51.48,121.53,239.38,138.29
2017-05-12,99.83,40.63,137.51,82.85,97.62,51.73,121.54,238.98,138.6
2017-05-15,100.41,40.92,138.58,83.77,98.04,51.95,122.12,240.3,139.04
2017-05-16,100.14,41.31,138.63,84.77,98.43,51.57,122.12,240.08,139.62
2017-05-17,98.34,40.66,134.89,81.58,96.2,51.7,120.01,235.82,136.07
2017-05-18,98.6,40.65,135.38,82.79,97.42,51.88,120.72,236.77,137.26
2017-05-19,99.24,41.22,136.03,83.75,96.82,52.08,121.4,238.31,137.84
2017-05-22,99.65,41.29,136.95,84.55,97.11,52.53,122.13,239.52,139.0
2017-05-23,99.97,41.28,137.4,84.37,96.99,52.67,122.25,240.05,139.14
2017-05-24,100.09,41.4,137.49,84.74,97.05,52.97,122.75,240.61,139.78
2017-05-25,100.19,41.36,137.58,85.32,96.84,53.4,123.57,241.76,140.97
2017-05-26,100.17,41.21,137.54,85.48,96.07,53.4,123.67,241.71,141.22
2017-05-30,100.02,41.06,136.46,86.09,94.77,53.57,123.73,241.5,141.34
2017-05-31,99.9,41.18,136.32,85.99,95.25,53.84,123.76,241.44,141.29
2017-06-01,100.84,41.5,138.95,86.15,96.96,54.22,124.43,243.36,141.84
2017-06-02,100.72,41.95,139.85,86.82,98.6,54.28,125.24,244.17,143.46
2017-06-05,100.67,41.64,138.98,87.05,98.05,54.11,125.28,243.99,143.43
2017-06-06,100.43,41.42,138.85,87.25,97.6,53.99,124.89,243.21,142.86
2017-06-07,100.49,41.51,138.98,87.9,97.66,54.17,125.07,243.66,143.42
2017-06-08,100.77,41.44,140.88,89.06,98.25,53.72,125.0,243.78,143.57
2017-06-09,101.68,41.42,141.61,85.69,98.04,53.67,123.73,243.41,139.98
2017-06-12,101.98,41.1,141.38,85.17,97.74,53.57,123.33,243.36,139.23
2017-06-13,102.2,41.44,142.1,85.72,98.14,53.7,124.15,244.55,140.36
2017-06-14,102.23,41.41,141.26,84.98,98.7,53.99,124.04,244.24,139.75
2017-06-15,102.0,40.82,140.54,84.2,97.93,54.3,123.75,243.77,139.13
2017-06-16,101.83,41.25,140.19,84.15,97.58,54.11,123.81,242.64,138.15
2017-06-19,102.51,41.51,141.23,85.64,99.93,53.93,125.12,244.66,140.46
2017-06-20,101.83,40.4,139.8,84.57,101.2,53.96,124.38,243.01,139.36
2017-06-21,101.37,40.45,139.45,85.54,105.37,53.64,124.72,242.95,140.74
2017-06-22,101.22,40.34,139.98,85.32,106.7,53.39,124.81,242.84,140.7
2017-06-23,101.23,40.39,140.91,85.67,106.91,53.21,125.15,243.13,141.24
2017-06-26,101.54,40.53,141.08,85.34,106.57,53.57,124.79,243.29,140.58
2017-06-27,101.14,40.61,139.84,82.9,103.63,52.97,123.46,241.33,138.03
2017-06-28,101.41,41.03,141.98,84.1,105.63,52.46,124.14,243.49,140.02
2017-06-29,101.03,40.39,141.14,82.21,104.12,52.04,122.62,241.35,137.59
2017-06-30,101.17,40.33,140.92,81.86,103.36,51.96,122.81,241.8,137.64
2017-07-03,102.02,40.37,142.1,80.92,103.65,51.72,122.56,242.21,136.19
2017-07-05,101.77,40.41,141.59,82.46,105.1,51.47,123.1,242.77,137.53
2017-07-06,100.9,40.31,139.14,82.11,103.48,51.45,122.0,240.55,136.29
2017-07-07,101.16,40.43,140.49,83.21,104.15,51.49,123.05,242.11,137.76
2017-07-10,101.04,40.56,139.88,84.07,103.31,51.45,123.45,242.37,138.66
2017-07-11,100.93,40.78,140.29,84.74,104.0,51.42,123.42,242.19,139.05
2017-07-12,101.44,41.04,141.37,85.96,104.67,51.86,124.55,244.01,140.7
2017-07-13,101.62,41.2,141.49,85.76,105.47,51.68,124.76,244.42,141.01
2017-07-14,101.91,41.47,141.73,86.82,105.47,51.92,125.49,245.56,142.12
2017-07-17,101.85,41.36,142.06,86.58,105.03,52.16,125.56,245.53,142.19
2017-07-18,101.66,41.3,141.69,86.91,105.05,52.31,125.89,245.66,143.14
2017-07-19,102.14,41.42,143.1,87.77,106.54,52.53,126.62,246.99,143.98
2017-07-20,102.23,41.66,143.2,87.96,107.64,52.91,126.66,247.1,144.17
2017-07-21,102.01,41.34,142.55,87.47,108.29,53.29,126.62,246.88,144.11
2017-07-24,101.91,41.23,142.75,87.19,109.11,52.79,126.67,246.82,144.77
2017-07-25,102.46,41.34,144.05,86.95,107.94,52.49,126.68,247.42,144.4
2017-07-26,102.22,41.69,143.25,87.87,108.63,52.99,126.83,247.43,144.87
2017-07-27,102.46,41.59,142.34,86.76,106.6,53.12,126.49,247.2,143.96
2017-07-28,102.41,41.63,141.96,86.35,107.27,53.04,126.31,246.91,143.84
2017-07-31,102.58,41.63,141.51,85.84,106.36,53.22,126.0,246.77,143.23
2017-08-01,102.84,41.92,141.78,86.21,105.26,53.52,126.23,247.32,143.56
2017-08-02,102.81,41.96,140.23,85.74,105.68,53.75,126.43,247.44,143.95
2017-08-03,102.57,42.06,139.53,85.44,104.85,54.02,126.1,246.96,143.39
2017-08-04,102.8,42.25,140.21,85.69,105.19,53.78,126.29,247.41,143.65
2017-08-07,102.77,42.26,140.44,87.2,105.76,53.95,126.74,247.87,144.56
2017-08-08,102.53,42.03,140.0,86.94,104.76,54.17,126.53,247.26,144.31
2017-08-09,102.42,41.86,138.79,86.77,104.43,53.89,126.54,247.25,144.12
2017-08-10,101.13,41.23,136.27,84.39,101.48,54.06,124.58,243.76,141.03
2017-08-11,100.99,41.2,136.47,85.17,102.14,53.74,124.97,244.12,142.1
2017-08-14,101.92,41.65,138.54,86.85,103.19,54.05,126.43,246.54,143.93
2017-08-15,101.81,41.65,137.4,87.17,103.1,54.35,126.44,246.51,144.03
2017-08-16,102.0,41.89,137.44,87.35,103.36,54.57,126.68,246.94,144.28
2017-08-17,100.39,41.35,134.93,85.28,101.6,54.18,124.77,243.09,141.33
2017-08-18,100.38,41.49,134.92,85.47,101.35,54.5,124.5,242.71,141.23
2017-08-21,100.31,41.45,134.83,85.15,101.56,54.7,124.71,242.9,141.05
2017-08-22,101.07,41.73,136.29,86.29,103.51,54.82,126.12,245.44,143.2
2017-08-23,100.89,41.74,136.07,86.47,103.05,55.0,125.63,244.56,142.69
2017-08-24,100.61,41.62,136.49,86.46,104.29,54.96,125.38,243.99,142.27
2017-08-25,101.0,41.99,136.88,86.19,103.68,55.14,125.56,244.56,141.97
2017-08-28,100.77,41.99,137.46,86.44,105.63,55.24,125.69,244.57,142.41
2017-08-29,100.71,41.7,137.49,86.68,105.94,55.12,126.03,244.85,142.97
2017-08-30,100.89,41.59,138.37,87.89,108.11,54.96,126.83,246.01,144.65
2017-08-31,101.37,41.83,139.73,88.58,111.12,54.97,127.7,247.49,146.2
2017-09-01,101.75,41.93,140.52,89.0,111.95,54.8,127.84,247.84,146.0
2017-09-05,100.76,41.63,139.17,87.87,111.01,54.94,127.11,246.06,144.69
2017-09-06,101.22,42.09,139.46,88.18,111.45,54.69,127.43,246.9,145.13
2017-09-07,100.78,42.43,139.11,88.52,111.74,55.1,127.86,246.87,145.47
2017-09-08,100.82,42.42,139.22,87.56,111.37,55.36,127.44,246.58,144.21
2017-09-11,102.08,42.85,140.68,89.15,111.47,55.83,128.63,249.21,145.87
2017-09-12,102.59,43.03,141.54,89.49,111.72,54.9,128.84,250.05,146.22
2017-09-13,102.84,42.77,141.96,89.51,111.34,54.63,128.85,250.17,146.42
2017-09-14,102.86,42.85,141.83,89.9,110.69,55.09,128.73,250.09,145.56
2017-09-15,103.0,42.98,142.41,91.09,110.61,54.75,128.83,249.19,146.06
2017-09-18,103.43,43.08,143.38,92.36,110.72,54.19,128.85,249.72,145.55
2017-09-19,103.69,43.29,143.38,92.6,109.99,54.08,128.94,249.97,145.8
2017-09-20,103.83,43.08,143.84,91.37,110.92,53.68,128.85,250.06,145.35
2017-09-21,103.7,43.11,143.69,91.2,110.42,53.67,128.35,249.39,144.46
2017-09-22,103.79,43.2,144.3,91.57,109.98,53.23,128.4,249.44,144.32
2017-09-25,104.11,42.73,144.5,89.73,110.47,53.72,127.58,248.93,142.8
2017-09-26,104.1,42.57,144.61,89.84,109.4,53.62,127.7,249.08,143.17
2017-09-27,103.65,42.73,147.44,91.87,110.03,52.9,127.88,250.05,144.46
2017-09-28,103.76,42.9,147.83,92.46,110.18,53.09,128.08,250.35,144.41
2017-09-29,103.97,43.32,148.18,93.32,111.2,53.05,128.71,251.23,145.45
2017-10-02,104.64,43.19,150.0,93.94,112.88,53.14,129.02,252.32,145.58
2017-10-03,104.84,43.32,150.33,94.25,112.62,52.99,129.31,252.86,145.89
2017-10-04,104.92,43.1,149.85,94.39,113.49,53.52,129.48,253.16,146.03
2017-10-05,105.44,43.18,150.26,94.49,113.62,53.47,130.31,254.66,147.46
2017-10-06,105.16,43.18,150.05,94.87,113.49,53.43,130.39,254.37,147.66
2017-10-09,104.8,43.16,149.43,95.56,113.16,53.5,130.35,253.95,147.49
2017-10-10,105.28,43.55,149.86,96.05,113.2,54.02,130.48,254.62,147.6
2017-10-11,105.2,43.74,149.75,96.73,112.96,54.25,130.88,255.02,148.04
2017-10-12,104.77,43.61,149.64,96.53,112.38,54.53,130.84,254.64,147.77
2017-10-13,104.78,43.6,149.37,97.19,112.13,54.15,131.16,254.95,148.34
2017-10-16,105.03,43.52,149.24,97.71,112.28,54.03,131.36,255.29,148.85
2017-10-17,104.94,43.46,148.81,97.69,112.71,54.35,131.54,255.47,149.04
2017-10-18,105.1,43.67,149.52,98.05,111.99,54.25,131.65,255.72,148.86
2017-10-19,105.25,43.63,149.29,97.85,111.7,54.82,131.5,255.79,148.31
2017-10-20,105.9,43.39,149.98,98.38,110.6,54.86,131.95,257.11,148.71
2017-10-23,105.85,43.26,148.86,98.75,109.25,54.89,131.28,256.11,147.74
2017-10-24,106.07,43.5,149.17,99.35,108.39,54.94,131.41,256.56,147.99
2017-10-25,105.48,43.46,148.45,98.09,107.15,54.7,130.98,255.29,147.43
2017-10-26,105.72,43.43,148.76,98.62,104.66,54.71,130.96,255.62,146.96
2017-10-27,105.62,43.34,149.79,100.6,105.37,55.05,132.97,257.71,151.24
2017-10-30,105.1,43.6,148.21,100.64,105.55,55.06,132.76,256.75,151.58
2017-10-31,105.19,43.83,149.26,101.61,104.73,55.12,132.93,257.15,152.15
2017-11-01,105.53,43.94,148.27,101.34,104.06,54.81,132.99,257.49,152.1
2017-11-02,105.58,44.11,148.71,101.82,104.02,55.01,133.01,257.59,151.81
2017-11-03,105.42,43.84,148.61,102.94,105.62,55.21,133.73,258.45,153.27
2017-11-06,105.46,43.8,148.78,104.27,105.2,55.0,134.19,258.85,153.79
2017-11-07,105.21,43.43,147.0,104.06,104.67,55.66,134.23,258.67,153.88
2017-11-08,105.27,43.51,147.2,104.3,104.27,55.7,134.59,259.11,154.5
2017-11-09,105.07,43.18,146.68,102.27,103.68,55.77,134.01,258.17,153.69
2017-11-10,104.99,43.07,146.57,102.86,104.06,55.51,134.03,258.09,153.68
2017-11-13,105.08,42.91,146.61,103.29,103.36,56.17,134.18,258.33,153.87
2017-11-14,104.73,43.1,146.21,103.29,101.68,56.87,133.9,257.73,153.31
2017-11-15,104.45,42.9,145.63,102.33,102.08,56.38,133.05,256.44,152.59
2017-11-16,105.15,43.22,147.77,104.87,103.6,56.2,134.25,258.62,154.54
